converted,ai_chat_engaged,service_enc,country_enc,hour_of_day,daily_request_volume,funnel_depth
0,0,2,4,12,1283.0,2
1,0,4,4,7,840.0,2
0,0,3,0,19,1207.0,1
0,0,2,4,11,1276.0,1
1,0,4,4,14,914.0,2
0,0,4,0,19,926.0,1
1,0,2,1,9,1311.0,3
1,1,0,4,21,1129.0,3
1,0,4,4,9,958.0,2
0,0,3,0,14,1629.0,1
0,0,3,3,11,1495.0,2
0,0,2,2,11,1272.0,2
1,0,2,0,10,1226.0,3
0,0,3,0,15,1632.0,1
1,0,0,0,19,1342.0,3
0,0,2,0,8,1314.0,1
0,1,3,2,7,1226.0,3
0,1,3,2,13,1132.0,2
0,0,4,0,18,993.0,1
0,0,2,0,9,1314.0,1
0,0,2,0,15,1261.0,1
0,0,0,2,11,1396.0,1
0,0,4,4,15,908.0,1
0,0,4,1,13,914.0,1
0,1,0,4,9,1396.0,2
0,0,4,0,7,930.0,1
1,0,2,1,14,1194.0,3
0,0,0,0,8,1342.0,1
0,0,0,0,21,1308.0,1
0,0,3,2,10,1181.0,2
1,0,0,2,10,1176.0,3
0,0,1,1,12,1350.0,2
0,0,3,0,9,1207.0,3
0,0,3,2,12,1555.0,1
0,0,2,2,9,1167.0,1
0,0,3,2,15,1555.0,2
1,0,4,4,20,914.0,2
0,0,0,0,10,1403.0,1
0,0,2,0,13,1270.0,1
0,0,1,4,22,1311.0,1
1,0,4,0,11,939.0,2
0,0,4,4,9,910.0,1
0,0,0,0,11,1093.0,1
1,0,4,3,13,930.0,2
0,0,2,0,15,976.0,1
0,0,4,0,10,891.0,1
0,0,0,4,19,1215.0,1
1,0,4,0,14,944.0,2
1,1,2,2,5,1323.0,3
1,0,2,0,17,1256.0,3
0,1,2,0,9,1323.0,2
0,0,3,0,8,1181.0,1
0,0,3,0,9,1056.0,1
1,0,4,0,19,886.0,2
0,0,4,4,15,856.0,1
0,0,3,2,17,1207.0,2
1,1,2,0,12,1233.0,3
0,0,2,1,11,1252.0,1
0,0,3,2,12,1455.0,1
0,0,3,0,16,1528.0,1
1,0,4,0,10,886.0,2
0,0,4,3,14,899.0,1
0,0,2,0,14,1270.0,1
0,0,2,0,15,1323.0,1
1,1,3,0,23,1555.0,4
0,0,3,1,15,1203.0,1
1,0,4,0,8,870.0,2
0,0,3,0,20,1192.0,1
0,0,4,2,22,965.0,1
0,0,0,0,10,1460.0,2
0,0,3,0,13,1140.0,3
0,0,0,0,21,1514.0,2
0,0,2,2,14,1128.0,2
0,0,0,0,10,1150.0,1
0,0,0,4,8,1560.0,2
0,0,2,2,14,976.0,1
0,0,0,0,17,926.0,2
1,0,0,2,16,1327.0,3
0,0,0,4,10,1479.0,2
0,0,0,4,12,1240.0,2
0,0,3,0,10,1381.0,1
0,0,2,2,14,1316.0,1
0,0,3,2,14,1161.0,1
0,0,3,0,9,1191.0,2
1,0,0,0,13,1482.0,3
0,0,2,2,9,1253.0,2
0,0,2,2,16,1128.0,1
0,0,0,0,21,1261.0,1
0,0,3,4,8,1067.0,2
0,0,0,0,16,1357.0,2
0,0,3,4,13,1195.0,2
0,0,3,2,14,1203.0,1
0,0,1,1,9,194.0,1
1,0,4,3,8,899.0,2
1,1,2,2,15,1276.0,3
1,0,0,0,9,934.0,3
0,0,2,1,10,1340.0,1
1,1,0,0,9,1535.0,3
0,0,3,0,16,1495.0,1
0,0,2,2,15,1276.0,2
0,0,3,0,11,1140.0,2
0,0,2,2,10,1271.0,1
0,1,3,2,17,1187.0,2
1,0,4,0,11,899.0,2
0,0,0,1,9,909.0,2
0,0,2,0,11,1307.0,1
0,0,0,2,15,1025.0,1
0,0,4,0,9,914.0,1
1,1,4,0,14,902.0,2
0,0,0,1,11,1281.0,1
1,0,4,2,15,958.0,2
0,0,4,2,10,902.0,1
0,0,2,0,16,1206.0,1
1,0,4,3,14,958.0,2
1,0,0,2,10,1215.0,3
0,0,4,2,15,973.0,1
0,0,3,2,15,1142.0,2
0,0,0,2,9,1286.0,2
0,1,3,2,18,1140.0,3
0,0,3,0,16,1142.0,1
0,0,2,0,16,1286.0,2
0,0,2,4,9,1206.0,2
0,0,0,0,17,1059.0,2
1,1,2,3,12,1270.0,3
1,1,0,3,10,934.0,3
0,1,0,0,8,1514.0,2
0,1,2,3,13,1181.0,2
0,1,0,0,14,1621.0,2
1,0,1,4,14,143.0,3
0,0,0,0,12,1327.0,1
0,0,4,0,23,930.0,1
0,0,2,0,12,1226.0,1
1,1,2,0,17,1283.0,3
0,0,0,3,9,1302.0,1
0,0,4,4,19,928.0,1
0,0,0,0,16,1535.0,1
0,0,0,0,10,1463.0,2
1,0,2,0,20,962.0,3
0,0,4,2,7,962.0,1
0,0,2,2,17,1323.0,2
1,0,0,0,16,1308.0,3
0,0,3,2,16,1284.0,1
1,1,2,2,11,1267.0,3
0,0,2,0,18,1261.0,1
0,0,3,2,23,1231.0,1
1,0,4,0,8,930.0,2
0,0,2,0,21,1251.0,2
0,0,0,2,13,1108.0,1
0,0,3,2,11,1192.0,1
0,0,2,2,11,1276.0,2
0,0,3,0,9,1385.0,1
0,0,4,2,18,921.0,1
0,0,4,0,15,1008.0,1
0,0,3,0,8,1181.0,2
0,0,2,0,20,1233.0,2
0,0,4,3,0,1015.0,1
0,0,1,3,18,189.0,1
1,0,2,0,15,1225.0,3
1,1,4,3,14,870.0,2
1,1,3,2,20,1381.0,4
0,0,0,2,10,1353.0,1
0,0,0,0,12,1621.0,2
1,0,2,2,7,1226.0,3
1,0,3,1,18,1140.0,4
0,0,1,4,6,172.0,2
0,0,4,2,10,958.0,1
0,0,0,4,12,934.0,1
0,0,4,4,15,869.0,1
0,0,4,0,11,962.0,1
0,0,0,0,11,1353.0,1
0,0,3,4,11,1192.0,1
0,0,2,4,12,1253.0,2
0,0,2,0,17,1316.0,2
0,0,0,2,16,1482.0,1
0,1,3,0,5,1385.0,3
1,0,0,1,16,930.0,3
0,0,3,0,17,1544.0,1
0,0,3,1,20,1544.0,1
0,0,4,4,14,926.0,1
0,0,2,0,9,1244.0,2
0,0,2,0,12,1267.0,2
0,0,2,2,21,1307.0,1
0,0,0,0,10,1435.0,1
0,0,3,0,15,1056.0,1
1,1,4,4,10,978.0,2
1,1,0,0,12,1197.0,3
0,0,1,4,12,173.0,2
1,0,4,2,9,914.0,2
0,0,0,0,8,1030.0,2
1,1,3,2,7,1632.0,4
1,0,4,0,14,958.0,2
0,0,3,0,14,1392.0,1
0,0,4,0,15,930.0,1
0,0,2,0,15,1308.0,1
0,1,0,0,18,1059.0,2
0,0,2,2,16,1204.0,1
0,0,0,0,10,1035.0,2
0,0,4,2,14,930.0,1
0,0,3,3,11,1051.0,2
1,0,4,3,9,929.0,2
0,0,4,4,20,953.0,1
0,0,2,4,14,1340.0,2
1,1,0,0,21,1485.0,3
0,0,0,3,12,1281.0,2
0,0,2,3,7,1181.0,2
1,0,0,4,10,1150.0,3
0,0,2,2,3,1276.0,1
0,0,0,2,13,1308.0,2
1,0,4,4,13,993.0,2
1,0,0,0,12,1030.0,3
0,0,0,4,9,1396.0,2
0,0,2,1,5,1267.0,1
1,1,1,3,17,1319.0,3
0,0,2,4,9,1208.0,1
0,0,0,2,19,1396.0,2
0,0,2,2,17,1276.0,1
0,0,3,0,20,1601.0,1
0,0,3,4,18,1161.0,1
0,0,3,0,9,1455.0,2
1,1,3,3,12,1638.0,4
0,0,3,0,11,1481.0,3
0,0,3,3,17,1195.0,1
0,0,1,0,8,1350.0,1
0,1,2,2,18,1128.0,2
0,0,3,2,8,1392.0,2
1,0,4,2,13,953.0,2
1,1,0,0,11,1025.0,3
0,0,4,0,14,925.0,1
0,0,3,1,9,1544.0,2
1,0,0,4,15,1059.0,3
0,0,0,0,13,1184.0,1
1,1,3,1,14,1192.0,4
0,0,4,3,16,944.0,1
0,0,2,0,21,1251.0,2
0,0,0,0,11,1093.0,2
1,1,0,0,13,1153.0,3
0,0,3,3,14,1454.0,3
1,0,0,2,10,1460.0,3
1,0,1,0,13,168.0,3
1,1,4,0,9,904.0,2
0,0,2,2,9,1272.0,1
0,1,2,4,14,1307.0,2
0,0,0,0,15,1435.0,2
0,0,0,3,16,1086.0,2
0,0,4,4,16,886.0,1
0,0,3,2,11,1192.0,1
0,0,0,0,19,1102.0,2
0,0,1,0,11,179.0,2
0,0,2,0,7,1276.0,1
1,0,2,4,6,1276.0,3
0,1,0,0,21,1514.0,2
0,0,3,3,14,1207.0,1
0,0,3,3,15,1059.0,1
1,0,4,1,10,922.0,2
0,0,3,2,19,1056.0,1
0,0,0,0,8,1514.0,2
0,0,0,4,17,1059.0,1
0,0,2,0,18,1226.0,1
0,0,3,2,10,1476.0,1
0,0,4,0,15,898.0,1
0,0,1,0,8,187.0,2
0,1,0,0,22,1482.0,1
1,0,2,2,23,1340.0,3
1,0,4,2,10,973.0,2
0,0,0,0,18,1720.0,2
0,0,2,0,10,1226.0,2
0,0,2,2,16,1251.0,2
1,1,0,0,10,1150.0,3
1,0,4,2,19,953.0,2
0,0,1,0,11,1350.0,1
0,0,4,0,13,978.0,1
0,1,2,4,9,1308.0,2
0,0,2,0,18,1311.0,1
1,1,3,4,13,1051.0,4
0,1,3,1,14,1096.0,2
0,1,3,2,12,1192.0,3
1,1,4,4,14,677.0,2
0,0,0,3,9,1621.0,1
1,1,3,2,15,1629.0,4
0,0,4,4,7,903.0,1
0,0,0,0,11,1202.0,2
0,0,3,4,19,1525.0,1
1,0,2,0,11,1232.0,3
0,1,2,2,16,1226.0,2
0,0,2,4,17,1307.0,2
0,0,3,3,15,1195.0,3
1,0,4,3,8,929.0,2
1,0,0,0,11,1327.0,3
1,0,3,0,9,1356.0,4
1,0,0,4,15,1035.0,3
0,0,3,2,9,1187.0,2
1,1,2,2,8,1206.0,3
1,0,2,2,11,1233.0,3
1,0,4,3,21,882.0,2
1,0,0,4,11,1108.0,3
0,0,3,4,16,1192.0,2
0,0,2,2,4,1254.0,2
0,1,3,0,13,1161.0,2
0,0,2,2,19,1255.0,2
0,0,2,2,15,1271.0,2
0,0,3,4,9,1218.0,3
0,0,1,3,10,1311.0,1
0,0,1,1,14,199.0,1
0,0,0,1,10,1463.0,1
0,0,2,2,15,1248.0,2
0,0,2,0,15,1307.0,1
0,0,3,0,18,1140.0,1
0,0,2,0,13,1270.0,1
0,0,0,3,0,1347.0,2
0,0,0,0,17,1463.0,1
1,1,0,0,13,1184.0,3
1,0,4,2,11,865.0,2
0,0,3,2,10,1161.0,1
1,1,0,0,15,1458.0,3
0,0,3,3,10,1218.0,1
1,0,4,1,14,973.0,2
0,0,3,0,8,1195.0,2
0,0,2,2,12,1204.0,2
0,0,2,0,18,1267.0,2
0,0,3,1,14,1218.0,1
0,0,4,0,17,686.0,1
0,0,2,3,15,915.0,2
0,0,2,2,16,1284.0,1
1,0,2,2,10,1276.0,3
1,0,0,0,9,1720.0,3
0,0,2,2,17,1270.0,1
0,0,3,4,12,1476.0,1
0,0,4,4,15,930.0,1
1,0,2,1,11,1204.0,3
1,0,4,4,22,861.0,2
1,0,4,4,14,687.0,2
1,0,4,4,10,865.0,2
0,0,4,0,16,918.0,1
0,0,0,0,15,1517.0,1
0,0,2,4,19,1292.0,1
0,0,3,4,20,1629.0,1
0,1,2,1,15,1255.0,2
1,0,4,3,12,929.0,2
0,0,3,4,8,1623.0,2
1,0,2,2,6,1254.0,3
0,0,2,2,12,1226.0,2
0,0,4,3,17,961.0,1
0,0,0,0,14,1030.0,2
0,0,3,0,15,1195.0,2
0,1,3,0,15,1632.0,2
0,0,1,0,15,1353.0,1
1,0,4,0,9,861.0,2
0,0,4,0,8,895.0,1
0,0,2,2,14,1331.0,2
0,0,0,4,18,1176.0,2
0,0,1,4,18,1319.0,2
0,0,4,0,23,970.0,1
0,0,3,1,15,1392.0,1
1,1,0,0,6,1485.0,3
0,1,2,0,13,1244.0,2
0,1,3,0,19,1381.0,2
0,0,2,2,10,1316.0,1
1,1,4,0,17,1008.0,2
1,0,4,3,16,894.0,2
0,0,0,4,20,1129.0,1
0,0,3,0,11,1286.0,1
0,0,0,3,12,1342.0,2
0,0,0,2,17,1302.0,1
0,0,2,1,11,1308.0,1
1,0,4,0,11,993.0,2
0,1,4,1,10,970.0,1
0,0,3,2,14,1207.0,2
1,0,2,2,10,1206.0,3
0,0,3,3,14,1303.0,1
0,0,0,0,21,1403.0,2
1,0,4,4,13,914.0,2
0,0,3,2,20,1469.0,1
0,0,4,2,11,915.0,1
0,0,0,0,8,1240.0,1
0,0,4,1,8,899.0,1
0,0,3,0,11,1195.0,2
0,0,0,2,15,1458.0,1
1,1,0,0,8,1176.0,3
0,0,3,0,17,1195.0,2
0,1,2,2,12,1308.0,2
0,0,2,2,10,1253.0,2
0,0,0,0,13,1435.0,1
0,0,3,2,3,1096.0,2
0,0,0,0,16,1460.0,2
0,0,0,4,19,1479.0,2
0,0,2,2,11,1232.0,2
1,1,4,0,8,898.0,2
0,0,2,2,10,1276.0,2
0,1,0,0,14,1030.0,2
1,0,3,0,7,1191.0,4
1,0,0,0,20,1720.0,3
0,0,4,4,11,899.0,1
0,0,3,4,17,1419.0,1
1,0,4,4,10,914.0,2
0,1,1,0,16,164.0,2
0,0,3,3,15,1601.0,1
1,0,2,2,12,1244.0,3
0,1,0,3,16,1479.0,2
0,0,4,2,15,904.0,1
1,0,2,2,16,1323.0,3
0,0,0,0,11,1357.0,1
0,0,0,0,12,1458.0,2
0,1,2,2,17,1256.0,2
0,0,0,4,10,778.0,1
0,0,2,0,7,1270.0,1
0,0,4,0,16,914.0,1
0,0,0,4,16,1227.0,2
0,0,4,4,9,904.0,1
0,0,0,2,19,1396.0,1
0,0,1,0,10,168.0,2
0,0,2,0,11,1232.0,2
0,0,0,0,6,1281.0,2
0,1,4,3,12,895.0,1
1,1,4,2,7,925.0,2
0,0,2,0,10,1167.0,2
0,0,0,2,12,1059.0,1
0,0,2,2,15,1311.0,2
0,0,3,2,11,1385.0,1
0,0,4,0,10,930.0,1
1,0,4,2,15,898.0,2
0,0,3,4,10,1231.0,1
1,0,2,0,13,1254.0,3
0,0,1,2,15,143.0,1
0,0,0,0,10,1030.0,1
0,0,2,2,14,1204.0,1
0,0,0,4,13,1555.0,2
1,1,4,0,13,973.0,2
0,0,4,4,15,929.0,1
0,0,3,2,19,1218.0,1
1,1,2,2,17,1222.0,3
0,0,4,0,15,962.0,1
0,1,0,4,15,1240.0,2
0,0,3,0,13,1192.0,1
0,0,4,3,18,882.0,1
0,0,4,3,12,895.0,1
0,0,3,0,17,1544.0,2
0,0,4,2,15,914.0,1
1,1,3,0,9,1495.0,4
0,0,0,1,12,1396.0,2
1,0,0,2,14,1435.0,3
0,0,2,4,8,1189.0,2
0,0,2,0,15,1308.0,1
1,1,0,2,10,1570.0,3
0,0,2,3,11,1314.0,1
1,0,2,4,9,1272.0,3
0,1,3,0,11,1424.0,2
0,1,3,0,15,1535.0,3
1,0,2,2,22,1238.0,3
0,0,0,2,8,1302.0,1
0,0,4,0,11,856.0,1
0,0,3,1,12,1392.0,1
0,0,3,4,14,1623.0,2
0,0,2,1,14,1270.0,1
0,0,2,3,19,1227.0,2
0,0,3,0,15,1448.0,1
0,0,2,2,9,1286.0,1
0,0,4,2,10,953.0,1
0,1,3,3,16,1454.0,3
0,0,3,2,17,1424.0,1
0,0,2,3,17,1206.0,2
0,0,4,2,7,900.0,1
1,0,3,0,11,1187.0,4
0,0,0,3,19,1035.0,2
0,0,2,0,19,1316.0,2
0,0,0,4,19,1401.0,1
0,0,3,3,10,1535.0,2
1,1,2,0,9,1284.0,3
0,0,2,0,16,1251.0,2
0,0,0,3,18,1184.0,1
0,0,2,0,10,1267.0,2
0,0,3,0,6,1203.0,3
0,1,3,2,10,1356.0,3
0,0,2,0,11,1251.0,1
0,0,4,4,15,958.0,1
0,0,0,3,13,1353.0,1
1,0,2,0,9,1204.0,3
1,1,2,2,17,1314.0,3
1,1,1,0,10,172.0,3
0,0,3,2,16,1476.0,1
0,0,3,4,8,1181.0,1
0,0,2,2,10,1283.0,2
0,0,1,3,2,172.0,1
0,0,2,2,18,1284.0,1
0,0,3,2,16,1448.0,1
0,0,4,0,14,918.0,1
0,0,3,1,8,1067.0,1
0,0,3,0,10,1203.0,1
1,1,0,0,10,1482.0,3
0,0,2,1,10,1222.0,1
0,0,3,2,13,1356.0,1
0,0,3,2,17,1195.0,2
1,0,4,2,6,918.0,2
0,0,1,4,9,187.0,1
0,0,0,1,14,1286.0,2
1,1,2,1,15,976.0,3
0,0,4,0,14,914.0,1
0,0,0,0,21,1357.0,2
1,0,4,3,11,922.0,2
0,0,3,2,15,1528.0,1
1,0,0,0,9,1202.0,3
1,0,0,0,10,1353.0,3
0,0,4,3,20,899.0,1
0,0,3,0,12,1226.0,1
0,0,0,0,10,909.0,2
0,0,0,3,9,909.0,1
0,0,0,0,16,1357.0,1
1,1,2,4,13,1316.0,3
0,0,3,2,15,1056.0,1
0,0,0,0,10,1215.0,2
0,0,3,0,11,1207.0,2
0,0,0,3,18,909.0,1
0,0,3,1,14,1448.0,1
0,0,4,4,10,914.0,1
0,0,3,4,9,1454.0,2
0,1,3,4,9,1203.0,2
0,0,2,0,10,1267.0,2
0,0,4,0,14,910.0,1
1,1,0,2,14,1197.0,3
1,1,2,2,15,1226.0,3
0,0,4,2,17,918.0,1
0,0,4,0,11,915.0,1
0,0,0,0,9,1302.0,1
0,0,3,4,14,1555.0,1
1,0,4,0,18,882.0,2
0,0,0,4,21,950.0,2
0,0,3,0,21,1392.0,2
0,0,0,0,8,1535.0,2
0,0,3,1,10,1385.0,1
0,0,0,2,22,1227.0,2
0,1,2,0,14,1248.0,2
0,0,2,4,13,1340.0,2
0,0,3,2,18,1631.0,1
1,0,1,0,17,1350.0,3
1,1,4,0,12,1015.0,2
0,0,0,3,21,805.0,1
0,0,3,4,15,1601.0,1
0,0,0,0,9,1347.0,2
0,0,0,0,12,1129.0,2
1,0,0,0,13,950.0,3
1,0,4,4,9,687.0,2
0,0,0,0,14,1344.0,2
1,0,2,2,21,1270.0,3
0,0,3,2,14,1218.0,2
0,0,0,0,14,1197.0,2
0,0,3,0,8,1631.0,2
0,0,0,2,0,1035.0,2
0,0,2,2,10,1272.0,1
0,0,2,4,15,1226.0,1
0,0,4,2,18,993.0,1
1,1,4,0,10,978.0,2
0,0,3,3,13,1555.0,1
0,0,0,3,10,1108.0,1
0,0,4,0,10,686.0,1
0,0,4,0,13,840.0,1
1,0,0,4,21,934.0,3
0,0,3,3,13,1286.0,1
0,0,3,1,13,1203.0,3
0,0,3,0,21,1303.0,2
0,0,0,1,9,1435.0,2
0,0,3,0,14,1161.0,3
0,0,0,0,8,1302.0,2
1,1,0,0,15,926.0,3
1,0,0,4,16,950.0,3
0,0,2,0,15,1284.0,2
1,1,0,2,18,1327.0,3
0,0,2,2,17,1254.0,1
0,0,0,2,9,1485.0,1
0,0,0,3,7,1517.0,1
0,0,2,1,11,1261.0,1
1,0,0,0,11,1059.0,3
0,0,3,3,11,1525.0,1
0,0,3,2,16,1226.0,3
0,0,3,2,14,1203.0,1
0,0,0,0,14,1458.0,1
0,0,0,2,16,1197.0,1
1,0,4,4,12,902.0,2
0,0,2,0,10,1261.0,2
0,1,2,0,8,1270.0,2
0,0,2,1,16,1267.0,1
1,0,4,3,9,686.0,2
1,0,2,0,15,1128.0,3
0,0,3,0,12,1424.0,1
0,0,3,0,12,1601.0,1
0,0,3,1,19,1187.0,1
1,1,3,0,10,1356.0,4
0,0,0,0,13,1344.0,1
0,0,2,0,12,1308.0,2
1,0,3,2,13,1161.0,4
0,0,3,0,9,1385.0,3
0,0,2,3,17,923.0,1
1,0,4,2,12,1015.0,2
1,0,1,1,15,1353.0,3
0,0,2,0,12,1181.0,2
0,1,3,2,11,1207.0,3
0,1,0,0,12,1535.0,2
0,0,0,0,17,1153.0,1
1,0,0,2,17,1093.0,3
0,0,0,4,9,1463.0,1
0,0,3,2,17,1191.0,2
0,1,3,2,14,1632.0,3
0,0,3,3,10,1601.0,1
0,0,3,4,8,1449.0,3
0,0,0,0,13,1153.0,1
0,0,3,0,17,1469.0,2
0,0,2,2,20,1226.0,2
0,0,3,4,12,1203.0,3
0,0,3,0,9,1455.0,2
0,0,2,0,11,1128.0,2
0,0,2,4,13,1323.0,1
1,0,4,3,9,928.0,2
0,0,4,1,10,921.0,1
1,1,4,2,18,1008.0,2
1,0,4,4,15,962.0,2
0,0,3,2,17,1303.0,3
1,0,4,2,9,939.0,2
0,0,4,4,14,894.0,1
0,0,2,3,15,1287.0,2
1,0,0,1,14,771.0,3
0,0,3,0,16,1609.0,2
0,0,2,1,18,1267.0,1
0,1,0,3,14,1030.0,2
0,0,3,2,18,1601.0,2
1,0,4,0,11,961.0,2
1,0,4,0,9,895.0,2
0,0,0,0,10,1535.0,1
0,0,3,2,9,1419.0,2
0,0,2,3,13,1226.0,1
0,0,2,0,13,1308.0,1
1,0,0,0,10,1479.0,3
1,0,4,3,9,851.0,2
0,0,2,3,3,1253.0,1
0,0,4,0,16,895.0,1
0,0,0,4,14,1560.0,1
0,0,3,0,10,1419.0,1
0,0,0,4,10,1720.0,2
0,0,0,0,13,778.0,1
0,0,2,2,15,1283.0,2
1,0,4,2,14,918.0,2
0,0,2,0,0,1272.0,1
0,0,1,0,9,1319.0,2
1,0,0,0,17,1482.0,3
1,1,0,1,9,1129.0,3
1,1,1,4,18,1319.0,3
0,0,0,0,15,1286.0,2
0,0,4,0,15,903.0,1
0,0,3,2,9,1495.0,1
0,0,4,2,15,973.0,1
0,0,0,2,11,1327.0,2
1,0,0,0,0,1281.0,3
0,1,3,0,18,1455.0,3
1,1,4,2,15,958.0,2
0,0,4,0,16,965.0,1
0,0,3,0,6,1299.0,1
0,0,4,0,7,978.0,1
0,0,3,0,18,1056.0,1
0,0,3,2,17,1525.0,1
0,0,0,0,18,1458.0,1
0,0,4,1,23,895.0,1
1,1,0,2,18,1240.0,3
0,0,2,3,10,1194.0,2
1,1,4,0,10,895.0,2
0,0,2,0,16,1323.0,1
0,0,2,2,15,1128.0,1
0,0,2,2,11,1251.0,2
0,0,4,4,12,686.0,1
1,0,0,1,13,1460.0,3
1,0,4,2,15,686.0,2
0,0,0,3,9,1102.0,2
1,0,2,0,9,1227.0,3
0,1,0,1,19,1327.0,2
0,0,0,0,10,1482.0,1
0,0,4,0,16,961.0,1
0,0,4,2,15,970.0,1
0,0,0,2,17,1093.0,1
0,0,0,1,9,950.0,2
0,0,3,0,9,1525.0,1
0,0,0,1,11,1560.0,2
0,0,3,3,14,1535.0,2
0,0,3,2,7,1476.0,1
0,0,3,2,14,1525.0,2
0,0,0,3,15,1240.0,2
0,1,3,2,11,1544.0,2
0,0,2,2,12,1233.0,1
0,0,1,3,13,1353.0,2
0,0,3,0,0,1495.0,3
1,1,0,0,11,1485.0,3
0,0,2,2,18,1252.0,2
0,0,0,3,14,1240.0,2
0,0,2,4,14,1227.0,2
1,1,2,4,15,1226.0,3
0,0,2,2,14,1233.0,1
0,0,4,0,11,870.0,1
0,0,3,1,16,1207.0,1
0,0,4,2,9,898.0,1
0,0,2,2,14,923.0,2
0,0,0,0,16,1535.0,2
1,0,4,3,18,898.0,2
1,0,4,0,11,953.0,2
0,0,2,0,12,1261.0,1
1,0,4,4,17,925.0,2
0,0,2,2,15,1226.0,2
0,1,2,4,13,1276.0,1
0,0,4,3,11,914.0,1
1,0,1,0,8,188.0,3
0,0,2,0,10,1208.0,2
0,0,2,0,14,1286.0,2
0,0,2,3,16,1323.0,2
0,0,2,4,8,1308.0,1
0,0,3,1,14,1419.0,1
0,1,3,2,9,1187.0,3
0,0,4,0,11,895.0,1
1,1,1,3,15,178.0,3
0,0,2,1,16,1283.0,1
1,0,2,2,16,1265.0,3
0,0,0,2,19,1720.0,1
0,0,1,3,13,168.0,2
0,0,2,4,11,1272.0,1
0,0,1,4,15,190.0,2
0,0,3,0,10,1132.0,3
0,0,2,0,9,1292.0,2
0,0,0,0,16,1485.0,1
0,0,3,1,10,1195.0,2
0,0,4,0,17,686.0,1
1,1,4,3,12,904.0,2
0,1,3,0,10,1609.0,2
0,0,3,2,14,1629.0,1
0,0,4,0,14,840.0,1
0,0,4,4,10,886.0,1
1,1,3,0,15,1469.0,4
0,0,0,2,15,1514.0,1
0,0,3,3,11,1469.0,1
0,0,1,3,22,1319.0,1
0,0,3,3,10,1303.0,1
0,0,4,3,13,902.0,1
1,0,1,3,22,187.0,3
1,1,3,4,19,1161.0,4
1,0,4,3,19,861.0,2
0,0,2,0,17,1167.0,1
1,0,2,1,21,1222.0,3
0,0,2,2,14,1204.0,1
0,0,0,0,16,1517.0,2
1,0,4,0,13,908.0,2
0,0,4,4,14,939.0,1
0,0,3,2,11,1284.0,1
0,0,0,0,10,1153.0,2
0,0,2,0,11,976.0,1
1,1,3,1,9,1629.0,4
0,0,0,1,16,1555.0,1
0,0,0,0,21,1150.0,2
0,0,4,0,10,1008.0,1
1,0,4,0,11,928.0,2
0,0,3,0,11,1356.0,1
0,0,0,2,16,1535.0,2
0,0,3,0,12,1424.0,1
0,0,2,2,14,1226.0,1
0,1,4,2,8,851.0,1
1,0,0,4,14,1560.0,3
1,1,0,0,9,934.0,3
1,1,1,4,10,178.0,3
0,0,2,3,12,1222.0,2
1,0,4,2,12,898.0,2
1,0,4,4,9,861.0,2
0,0,3,3,14,1284.0,2
0,0,0,0,7,1517.0,2
0,0,0,0,8,1479.0,2
1,0,4,4,13,904.0,2
0,0,1,0,9,170.0,1
0,0,3,0,19,1161.0,2
0,0,2,0,8,1331.0,2
0,1,3,4,9,1145.0,3
0,0,2,0,10,1167.0,1
1,0,4,3,15,865.0,2
0,0,4,4,7,944.0,1
0,0,3,0,14,1161.0,1
0,0,0,2,10,1357.0,2
0,0,2,3,16,1248.0,2
0,1,3,0,15,1632.0,3
0,0,0,0,10,1344.0,1
0,0,2,2,16,1251.0,2
0,0,3,4,14,1424.0,2
1,0,1,3,16,172.0,3
0,0,3,2,9,1632.0,1
0,0,0,2,13,1281.0,1
0,0,4,0,8,925.0,1
0,0,0,0,9,1344.0,2
1,0,2,2,17,1208.0,3
0,0,4,0,16,899.0,1
1,0,4,1,15,961.0,2
0,0,3,4,11,1187.0,1
0,0,0,4,11,1347.0,1
0,0,2,1,4,1270.0,2
0,0,3,0,10,1191.0,2
0,0,0,2,13,1458.0,1
0,0,3,0,17,1632.0,1
0,0,4,0,18,875.0,1
0,1,3,3,9,1056.0,3
0,0,3,0,8,1195.0,2
0,1,3,0,11,1419.0,3
1,1,0,0,18,771.0,3
0,0,3,2,12,1142.0,1
0,0,2,2,15,1267.0,2
0,0,0,0,19,1463.0,1
1,0,3,0,12,1495.0,4
1,1,1,3,16,1350.0,3
0,0,2,0,9,1308.0,2
1,0,4,0,11,929.0,2
0,0,2,0,15,1308.0,2
0,0,4,3,11,904.0,1
1,1,2,0,9,1272.0,3
0,0,2,0,7,1204.0,1
0,0,0,0,12,1570.0,2
0,0,2,4,17,1312.0,2
0,0,2,4,17,1244.0,1
0,1,0,2,14,771.0,2
0,0,0,4,22,1555.0,1
0,0,4,2,5,895.0,1
0,0,2,2,14,1284.0,2
1,0,2,0,15,1271.0,3
0,0,0,0,8,912.0,2
1,0,2,2,11,1340.0,3
0,0,4,0,19,926.0,1
0,1,3,0,9,1535.0,1
0,0,3,0,16,1303.0,3
0,0,3,2,19,1192.0,2
0,0,4,2,23,922.0,1
1,0,4,4,18,928.0,2
0,0,3,0,13,1164.0,1
0,0,2,4,10,923.0,2
0,0,2,0,9,1243.0,2
0,0,2,0,12,1311.0,1
0,0,2,4,19,1307.0,2
0,0,2,0,17,1272.0,2
1,0,2,3,12,1283.0,3
0,0,3,4,14,1481.0,2
