converted,ai_chat_engaged,service_type,country,hour_of_day,service_enc,country_enc
0,0,Network Security Audit,South Africa,9,2,2
0,0,Penetration Testing,Botswana,20,3,0
0,0,AI Cyber Assistant,Namibia,15,0,1
0,0,Penetration Testing,Zambia,10,3,3
0,0,Penetration Testing,Zambia,13,3,3
0,0,Penetration Testing,South Africa,12,3,2
0,0,Schedule Demo,South Africa,9,4,2
0,0,Network Security Audit,Botswana,15,2,0
1,0,Schedule Demo,South Africa,18,4,2
0,0,AI Cyber Assistant,Zimbabwe,7,0,4
0,0,Penetration Testing,Botswana,14,3,0
1,1,AI Cyber Assistant,Namibia,4,0,1
0,0,Penetration Testing,Botswana,14,3,0
0,0,Schedule Demo,South Africa,14,4,2
0,0,Schedule Demo,Botswana,21,4,0
0,0,Network Security Audit,Namibia,12,2,1
0,0,AI Cyber Assistant,Botswana,22,0,0
0,0,Penetration Testing,Namibia,12,3,1
1,0,Penetration Testing,South Africa,8,3,2
0,0,Cyber Awareness Webinar,South Africa,7,1,2
0,0,Network Security Audit,Zimbabwe,12,2,4
0,0,Schedule Demo,South Africa,11,4,2
1,0,Cyber Awareness Webinar,Namibia,4,1,1
0,0,Cyber Awareness Webinar,Zambia,14,1,3
0,0,Cyber Awareness Webinar,Namibia,13,1,1
0,0,Network Security Audit,South Africa,9,2,2
0,0,Penetration Testing,Botswana,16,3,0
0,0,Penetration Testing,South Africa,14,3,2
1,0,Schedule Demo,Botswana,9,4,0
0,0,AI Cyber Assistant,Botswana,12,0,0
0,0,Network Security Audit,South Africa,9,2,2
0,0,AI Cyber Assistant,South Africa,15,0,2
0,0,Penetration Testing,South Africa,13,3,2
0,0,Schedule Demo,Botswana,19,4,0
0,0,Penetration Testing,South Africa,11,3,2
0,0,AI Cyber Assistant,Botswana,13,0,0
0,0,Schedule Demo,South Africa,12,4,2
0,0,Schedule Demo,Zambia,17,4,3
0,0,Penetration Testing,Botswana,12,3,0
0,0,Network Security Audit,South Africa,17,2,2
1,0,Penetration Testing,Zimbabwe,17,3,4
0,0,Penetration Testing,South Africa,9,3,2
0,0,Penetration Testing,South Africa,7,3,2
0,0,Penetration Testing,Zimbabwe,17,3,4
1,0,Schedule Demo,Zambia,16,4,3
0,0,Schedule Demo,Zimbabwe,15,4,4
0,0,Penetration Testing,Botswana,15,3,0
0,0,Penetration Testing,South Africa,10,3,2
1,1,AI Cyber Assistant,Botswana,14,0,0
0,0,Penetration Testing,Zimbabwe,18,3,4
0,0,Cyber Awareness Webinar,Namibia,9,1,1
1,0,Cyber Awareness Webinar,Zambia,21,1,3
1,1,AI Cyber Assistant,Zimbabwe,16,0,4
1,0,Schedule Demo,Botswana,16,4,0
1,0,Network Security Audit,Zimbabwe,22,2,4
1,0,Cyber Awareness Webinar,Namibia,19,1,1
1,0,Schedule Demo,Botswana,15,4,0
0,0,Penetration Testing,Botswana,17,3,0
0,0,Cyber Awareness Webinar,Zimbabwe,16,1,4
0,0,Penetration Testing,Zimbabwe,20,3,4
0,0,Penetration Testing,Zimbabwe,8,3,4
0,0,Penetration Testing,Namibia,11,3,1
0,0,Cyber Awareness Webinar,Botswana,8,1,0
0,0,Penetration Testing,Zimbabwe,22,3,4
0,1,AI Cyber Assistant,Zimbabwe,12,0,4
0,0,Network Security Audit,Botswana,12,2,0
0,0,Penetration Testing,Zimbabwe,11,3,4
0,0,Cyber Awareness Webinar,Botswana,5,1,0
0,0,Schedule Demo,Botswana,9,4,0
0,0,Cyber Awareness Webinar,Botswana,17,1,0
0,0,Network Security Audit,Namibia,12,2,1
0,0,Schedule Demo,Botswana,13,4,0
0,0,AI Cyber Assistant,South Africa,16,0,2
1,0,Schedule Demo,South Africa,16,4,2
0,0,Cyber Awareness Webinar,South Africa,10,1,2
0,1,AI Cyber Assistant,South Africa,4,0,2
0,0,Network Security Audit,South Africa,14,2,2
1,1,AI Cyber Assistant,Botswana,19,0,0
0,0,Penetration Testing,Zambia,17,3,3
1,0,Cyber Awareness Webinar,South Africa,20,1,2
0,1,AI Cyber Assistant,Botswana,22,0,0
0,0,Penetration Testing,Botswana,17,3,0
0,0,Penetration Testing,Zimbabwe,9,3,4
0,0,Penetration Testing,South Africa,10,3,2
0,1,AI Cyber Assistant,Zimbabwe,15,0,4
1,0,Penetration Testing,Botswana,10,3,0
0,0,Schedule Demo,Zimbabwe,14,4,4
1,0,Cyber Awareness Webinar,Zimbabwe,13,1,4
0,0,Network Security Audit,Botswana,17,2,0
1,0,Network Security Audit,Namibia,11,2,1
0,0,Network Security Audit,Namibia,14,2,1
0,0,Schedule Demo,Zimbabwe,10,4,4
0,1,AI Cyber Assistant,Botswana,16,0,0
0,0,AI Cyber Assistant,Botswana,9,0,0
1,1,AI Cyber Assistant,Botswana,14,0,0
0,0,Cyber Awareness Webinar,Botswana,14,1,0
0,0,Penetration Testing,Botswana,18,3,0
0,0,AI Cyber Assistant,Botswana,11,0,0
0,0,Penetration Testing,Botswana,14,3,0
1,0,Cyber Awareness Webinar,Botswana,17,1,0
0,0,Penetration Testing,Botswana,11,3,0
1,0,Schedule Demo,Zimbabwe,12,4,4
0,0,Cyber Awareness Webinar,Zimbabwe,10,1,4
0,0,Schedule Demo,South Africa,11,4,2
0,0,Penetration Testing,Botswana,10,3,0
1,0,Network Security Audit,South Africa,14,2,2
0,0,AI Cyber Assistant,Zambia,10,0,3
1,1,AI Cyber Assistant,Zambia,16,0,3
0,0,AI Cyber Assistant,Zimbabwe,11,0,4
0,0,Schedule Demo,Zambia,14,4,3
0,0,Network Security Audit,Zambia,14,2,3
0,0,Network Security Audit,South Africa,18,2,2
0,1,AI Cyber Assistant,South Africa,9,0,2
0,0,AI Cyber Assistant,Botswana,8,0,0
0,0,Penetration Testing,Botswana,14,3,0
1,0,Schedule Demo,Namibia,15,4,1
1,0,Schedule Demo,Zimbabwe,14,4,4
0,0,Schedule Demo,Botswana,6,4,0
0,1,AI Cyber Assistant,Botswana,12,0,0
0,0,Network Security Audit,South Africa,17,2,2
0,0,Network Security Audit,Zimbabwe,6,2,4
0,0,Penetration Testing,South Africa,23,3,2
0,0,Network Security Audit,Zambia,13,2,3
0,0,Schedule Demo,Namibia,18,4,1
0,0,Network Security Audit,South Africa,10,2,2
0,0,Network Security Audit,Botswana,17,2,0
0,0,Network Security Audit,South Africa,10,2,2
0,0,Network Security Audit,Zambia,9,2,3
1,0,Network Security Audit,South Africa,17,2,2
0,0,Network Security Audit,Zambia,17,2,3
0,1,AI Cyber Assistant,Botswana,11,0,0
0,0,Network Security Audit,South Africa,10,2,2
0,0,Network Security Audit,South Africa,6,2,2
0,1,AI Cyber Assistant,Botswana,18,0,0
0,0,Penetration Testing,Zambia,17,3,3
0,0,AI Cyber Assistant,Botswana,11,0,0
0,0,AI Cyber Assistant,Botswana,17,0,0
0,0,Network Security Audit,South Africa,13,2,2
0,0,Penetration Testing,Botswana,16,3,0
0,0,Penetration Testing,Botswana,17,3,0
0,0,Cyber Awareness Webinar,Zambia,14,1,3
0,0,Network Security Audit,Botswana,11,2,0
0,0,Schedule Demo,Zimbabwe,11,4,4
0,0,AI Cyber Assistant,Botswana,11,0,0
0,1,AI Cyber Assistant,Zambia,6,0,3
0,0,AI Cyber Assistant,South Africa,18,0,2
0,0,AI Cyber Assistant,Botswana,10,0,0
0,0,Network Security Audit,Zambia,8,2,3
0,0,Network Security Audit,South Africa,14,2,2
0,0,Schedule Demo,Zambia,20,4,3
1,0,Network Security Audit,South Africa,12,2,2
0,0,Penetration Testing,Zimbabwe,12,3,4
0,0,Network Security Audit,South Africa,10,2,2
1,0,Penetration Testing,Namibia,11,3,1
0,0,Network Security Audit,South Africa,19,2,2
0,0,Penetration Testing,South Africa,9,3,2
0,0,Network Security Audit,South Africa,18,2,2
0,0,Network Security Audit,South Africa,12,2,2
0,0,Penetration Testing,Zambia,12,3,3
0,0,Network Security Audit,South Africa,2,2,2
0,0,Penetration Testing,South Africa,11,3,2
0,0,Network Security Audit,Botswana,17,2,0
1,0,Schedule Demo,South Africa,8,4,2
0,0,Network Security Audit,Namibia,10,2,1
0,0,Schedule Demo,Botswana,17,4,0
0,0,Network Security Audit,Namibia,12,2,1
0,0,Penetration Testing,Botswana,13,3,0
0,0,AI Cyber Assistant,Zimbabwe,10,0,4
1,0,Network Security Audit,South Africa,18,2,2
0,0,AI Cyber Assistant,Botswana,18,0,0
0,0,AI Cyber Assistant,Botswana,13,0,0
0,0,Network Security Audit,Botswana,10,2,0
0,1,AI Cyber Assistant,Botswana,10,0,0
0,0,Network Security Audit,South Africa,15,2,2
0,0,AI Cyber Assistant,Botswana,13,0,0
0,0,Network Security Audit,Botswana,14,2,0
0,0,Penetration Testing,Botswana,15,3,0
0,0,Penetration Testing,Zimbabwe,16,3,4
1,0,Penetration Testing,Zimbabwe,12,3,4
1,1,AI Cyber Assistant,Botswana,14,0,0
0,0,AI Cyber Assistant,Botswana,9,0,0
0,0,Schedule Demo,Zimbabwe,17,4,4
1,0,Cyber Awareness Webinar,Zimbabwe,19,1,4
1,0,Network Security Audit,Botswana,10,2,0
0,1,AI Cyber Assistant,Botswana,10,0,0
0,0,Penetration Testing,Zambia,1,3,3
1,1,AI Cyber Assistant,Zambia,13,0,3
1,0,Schedule Demo,Zimbabwe,18,4,4
0,0,AI Cyber Assistant,Namibia,15,0,1
0,0,Network Security Audit,Botswana,18,2,0
0,0,Schedule Demo,Botswana,15,4,0
0,0,Cyber Awareness Webinar,Zambia,9,1,3
0,0,Cyber Awareness Webinar,Namibia,21,1,1
0,0,Penetration Testing,Zambia,8,3,3
1,1,AI Cyber Assistant,Botswana,9,0,0
0,0,Cyber Awareness Webinar,Namibia,14,1,1
0,0,Network Security Audit,Botswana,12,2,0
0,0,AI Cyber Assistant,South Africa,17,0,2
0,1,AI Cyber Assistant,Zimbabwe,9,0,4
0,0,Network Security Audit,South Africa,17,2,2
0,0,Network Security Audit,South Africa,13,2,2
0,0,Penetration Testing,South Africa,9,3,2
0,0,Penetration Testing,Zambia,11,3,3
0,0,Penetration Testing,South Africa,13,3,2
0,0,Penetration Testing,South Africa,18,3,2
0,0,Penetration Testing,Botswana,19,3,0
0,0,Penetration Testing,Botswana,18,3,0
0,0,Network Security Audit,Zambia,14,2,3
0,0,AI Cyber Assistant,Botswana,16,0,0
0,0,AI Cyber Assistant,Zambia,8,0,3
0,0,Network Security Audit,Botswana,20,2,0
0,0,AI Cyber Assistant,South Africa,7,0,2
1,1,AI Cyber Assistant,Zimbabwe,9,0,4
0,0,Schedule Demo,Zimbabwe,13,4,4
0,0,Penetration Testing,Botswana,11,3,0
1,0,Schedule Demo,Botswana,18,4,0
1,0,Schedule Demo,Botswana,21,4,0
0,0,AI Cyber Assistant,Botswana,7,0,0
0,0,Network Security Audit,Zimbabwe,20,2,4
0,0,Network Security Audit,Namibia,9,2,1
0,0,AI Cyber Assistant,Namibia,18,0,1
0,0,Cyber Awareness Webinar,Namibia,18,1,1
0,0,Penetration Testing,Botswana,21,3,0
0,0,Penetration Testing,South Africa,9,3,2
0,0,Penetration Testing,Botswana,14,3,0
0,1,AI Cyber Assistant,Botswana,14,0,0
0,0,Penetration Testing,South Africa,10,3,2
0,0,Penetration Testing,Zambia,10,3,3
0,0,Network Security Audit,Botswana,10,2,0
0,0,Schedule Demo,Botswana,20,4,0
0,0,Network Security Audit,Zimbabwe,15,2,4
0,0,Penetration Testing,Botswana,15,3,0
0,0,Penetration Testing,South Africa,9,3,2
1,0,Network Security Audit,Zimbabwe,19,2,4
0,0,Penetration Testing,Zambia,22,3,3
0,0,Network Security Audit,South Africa,11,2,2
0,0,AI Cyber Assistant,Zambia,23,0,3
0,0,Cyber Awareness Webinar,Zimbabwe,16,1,4
0,0,Network Security Audit,South Africa,2,2,2
0,0,Cyber Awareness Webinar,Botswana,13,1,0
1,0,Schedule Demo,Zimbabwe,12,4,4
1,1,AI Cyber Assistant,Botswana,12,0,0
1,0,Schedule Demo,Botswana,11,4,0
0,0,AI Cyber Assistant,South Africa,12,0,2
0,0,Network Security Audit,South Africa,10,2,2
0,0,Schedule Demo,Botswana,15,4,0
1,0,Penetration Testing,Zimbabwe,17,3,4
0,0,Penetration Testing,Botswana,10,3,0
0,0,AI Cyber Assistant,Botswana,9,0,0
0,0,Network Security Audit,Botswana,16,2,0
0,0,AI Cyber Assistant,South Africa,11,0,2
0,0,Schedule Demo,Botswana,18,4,0
0,0,Schedule Demo,Zambia,19,4,3
0,0,Schedule Demo,Zimbabwe,15,4,4
0,0,Penetration Testing,South Africa,17,3,2
0,0,AI Cyber Assistant,Namibia,6,0,1
0,0,AI Cyber Assistant,Botswana,9,0,0
0,0,Penetration Testing,South Africa,20,3,2
1,1,AI Cyber Assistant,South Africa,17,0,2
0,0,AI Cyber Assistant,South Africa,15,0,2
1,0,Schedule Demo,Zimbabwe,17,4,4
1,0,Schedule Demo,Zambia,16,4,3
0,0,Network Security Audit,Botswana,13,2,0
0,0,Penetration Testing,South Africa,9,3,2
0,0,Cyber Awareness Webinar,South Africa,9,1,2
0,0,Cyber Awareness Webinar,Zimbabwe,9,1,4
0,0,Penetration Testing,Botswana,17,3,0
0,0,AI Cyber Assistant,Botswana,2,0,0
0,0,Penetration Testing,Zambia,14,3,3
0,0,AI Cyber Assistant,Botswana,9,0,0
0,0,Network Security Audit,Zambia,22,2,3
0,0,Schedule Demo,Zimbabwe,11,4,4
0,0,Penetration Testing,Botswana,12,3,0
1,1,AI Cyber Assistant,Namibia,15,0,1
0,0,Penetration Testing,Botswana,15,3,0
0,0,Penetration Testing,South Africa,15,3,2
0,0,Schedule Demo,Botswana,21,4,0
0,0,Schedule Demo,South Africa,10,4,2
0,0,Penetration Testing,Botswana,19,3,0
0,0,Penetration Testing,Zimbabwe,15,3,4
0,0,Network Security Audit,Botswana,4,2,0
0,0,Schedule Demo,Botswana,10,4,0
0,0,Network Security Audit,South Africa,11,2,2
0,1,AI Cyber Assistant,Botswana,11,0,0
0,0,Network Security Audit,South Africa,12,2,2
0,0,AI Cyber Assistant,Botswana,23,0,0
0,0,Schedule Demo,Namibia,11,4,1
0,0,Penetration Testing,Botswana,16,3,0
0,0,Network Security Audit,Botswana,15,2,0
0,0,AI Cyber Assistant,Zimbabwe,7,0,4
0,0,Penetration Testing,South Africa,14,3,2
0,0,Network Security Audit,Zambia,12,2,3
1,0,Schedule Demo,Zimbabwe,15,4,4
0,0,Network Security Audit,Botswana,9,2,0
0,1,AI Cyber Assistant,Botswana,17,0,0
0,0,Penetration Testing,Botswana,14,3,0
0,0,Penetration Testing,Zimbabwe,8,3,4
0,0,Schedule Demo,South Africa,15,4,2
0,0,AI Cyber Assistant,Zambia,7,0,3
0,0,Cyber Awareness Webinar,Botswana,11,1,0
0,0,Penetration Testing,Botswana,10,3,0
0,0,Network Security Audit,Botswana,18,2,0
0,0,Network Security Audit,Botswana,12,2,0
0,0,Cyber Awareness Webinar,Botswana,14,1,0
0,0,AI Cyber Assistant,Zimbabwe,19,0,4
0,0,Network Security Audit,South Africa,14,2,2
0,0,Penetration Testing,Botswana,10,3,0
0,0,Network Security Audit,South Africa,12,2,2
0,0,AI Cyber Assistant,Zambia,8,0,3
1,0,Cyber Awareness Webinar,Namibia,9,1,1
0,1,AI Cyber Assistant,Botswana,14,0,0
0,0,AI Cyber Assistant,South Africa,5,0,2
0,1,AI Cyber Assistant,South Africa,14,0,2
1,0,Network Security Audit,Botswana,8,2,0
0,0,Penetration Testing,South Africa,9,3,2
0,0,Cyber Awareness Webinar,Zambia,12,1,3
0,0,Network Security Audit,Zimbabwe,12,2,4
1,0,Schedule Demo,Botswana,15,4,0
0,1,AI Cyber Assistant,Botswana,21,0,0
0,1,AI Cyber Assistant,Botswana,14,0,0
0,1,AI Cyber Assistant,Zambia,13,0,3
0,0,Network Security Audit,South Africa,15,2,2
0,0,Cyber Awareness Webinar,Botswana,12,1,0
0,0,Network Security Audit,Zimbabwe,15,2,4
0,0,Network Security Audit,Botswana,14,2,0
0,0,Schedule Demo,Namibia,9,4,1
0,0,Network Security Audit,Botswana,12,2,0
0,0,Network Security Audit,Botswana,14,2,0
0,0,Network Security Audit,South Africa,15,2,2
0,0,Schedule Demo,Zimbabwe,9,4,4
0,1,AI Cyber Assistant,Botswana,13,0,0
0,0,AI Cyber Assistant,Zimbabwe,7,0,4
0,0,Network Security Audit,Zambia,10,2,3
0,0,Penetration Testing,Zimbabwe,10,3,4
0,0,Network Security Audit,Botswana,11,2,0
0,0,AI Cyber Assistant,Zimbabwe,16,0,4
0,0,AI Cyber Assistant,Botswana,10,0,0
1,0,Schedule Demo,Zambia,21,4,3
0,0,AI Cyber Assistant,Botswana,15,0,0
0,0,Schedule Demo,Botswana,15,4,0
0,0,AI Cyber Assistant,South Africa,6,0,2
0,0,Cyber Awareness Webinar,Zambia,11,1,3
0,0,Network Security Audit,South Africa,11,2,2
0,0,Network Security Audit,Namibia,10,2,1
0,0,Schedule Demo,Botswana,9,4,0
0,0,Penetration Testing,Namibia,13,3,1
0,0,Penetration Testing,Zimbabwe,8,3,4
0,0,Penetration Testing,Zambia,10,3,3
0,0,Penetration Testing,South Africa,9,3,2
0,0,Penetration Testing,Botswana,14,3,0
0,0,AI Cyber Assistant,South Africa,14,0,2
0,0,Penetration Testing,South Africa,10,3,2
0,0,Penetration Testing,South Africa,16,3,2
0,0,AI Cyber Assistant,Zimbabwe,17,0,4
0,0,Network Security Audit,South Africa,14,2,2
0,0,Penetration Testing,Namibia,18,3,1
0,0,Penetration Testing,Zimbabwe,17,3,4
0,1,AI Cyber Assistant,Zimbabwe,16,0,4
0,0,Network Security Audit,Zambia,9,2,3
0,0,Network Security Audit,Botswana,16,2,0
0,0,AI Cyber Assistant,Botswana,20,0,0
0,0,Network Security Audit,South Africa,23,2,2
0,0,AI Cyber Assistant,Botswana,14,0,0
0,0,Network Security Audit,Botswana,20,2,0
0,1,AI Cyber Assistant,Namibia,7,0,1
1,0,Schedule Demo,Zambia,9,4,3
0,0,AI Cyber Assistant,Zimbabwe,13,0,4
0,0,Network Security Audit,South Africa,10,2,2
0,0,Network Security Audit,Botswana,15,2,0
0,0,Penetration Testing,Zambia,20,3,3
0,0,Network Security Audit,Zimbabwe,16,2,4
0,0,AI Cyber Assistant,Zambia,21,0,3
1,0,Penetration Testing,Botswana,8,3,0
0,0,Cyber Awareness Webinar,Zimbabwe,7,1,4
0,0,Cyber Awareness Webinar,Zambia,11,1,3
0,0,Schedule Demo,Namibia,19,4,1
0,0,AI Cyber Assistant,Botswana,17,0,0
0,0,AI Cyber Assistant,South Africa,8,0,2
0,0,AI Cyber Assistant,Botswana,16,0,0
0,0,Penetration Testing,Botswana,14,3,0
0,0,AI Cyber Assistant,South Africa,10,0,2
0,0,Penetration Testing,Zimbabwe,13,3,4
0,0,Penetration Testing,Namibia,13,3,1
0,0,Network Security Audit,South Africa,10,2,2
0,0,Penetration Testing,Botswana,8,3,0
0,0,Schedule Demo,Botswana,11,4,0
0,0,Network Security Audit,South Africa,20,2,2
0,0,Schedule Demo,Botswana,11,4,0
0,1,AI Cyber Assistant,Zambia,10,0,3
0,0,Penetration Testing,South Africa,14,3,2
0,0,Network Security Audit,Zambia,10,2,3
1,0,Schedule Demo,Namibia,15,4,1
1,0,Schedule Demo,Botswana,21,4,0
0,0,Network Security Audit,Zambia,12,2,3
1,1,AI Cyber Assistant,South Africa,9,0,2
0,0,Penetration Testing,Zambia,13,3,3
0,1,AI Cyber Assistant,Botswana,11,0,0
0,0,AI Cyber Assistant,Zimbabwe,15,0,4
0,0,Penetration Testing,Zambia,9,3,3
0,0,Network Security Audit,Botswana,15,2,0
0,0,AI Cyber Assistant,Botswana,14,0,0
0,0,Network Security Audit,South Africa,12,2,2
1,0,Schedule Demo,Zambia,17,4,3
0,0,Penetration Testing,Zambia,11,3,3
1,0,Schedule Demo,Zimbabwe,20,4,4
0,0,Penetration Testing,Botswana,9,3,0
1,1,AI Cyber Assistant,Zimbabwe,7,0,4
0,0,AI Cyber Assistant,Botswana,9,0,0
0,0,Penetration Testing,Zimbabwe,11,3,4
0,0,AI Cyber Assistant,Zambia,18,0,3
0,0,AI Cyber Assistant,Zimbabwe,17,0,4
0,0,Network Security Audit,Botswana,10,2,0
0,0,Network Security Audit,Botswana,21,2,0
0,0,Penetration Testing,Namibia,17,3,1
0,0,AI Cyber Assistant,Botswana,11,0,0
1,0,Schedule Demo,Botswana,19,4,0
0,0,AI Cyber Assistant,South Africa,11,0,2
1,0,Schedule Demo,Botswana,10,4,0
0,0,Penetration Testing,Zimbabwe,12,3,4
0,0,Cyber Awareness Webinar,South Africa,10,1,2
0,0,Network Security Audit,South Africa,12,2,2
0,0,AI Cyber Assistant,Botswana,13,0,0
0,0,Network Security Audit,Namibia,7,2,1
0,0,Penetration Testing,Botswana,14,3,0
0,0,AI Cyber Assistant,Botswana,10,0,0
0,0,AI Cyber Assistant,Botswana,13,0,0
1,0,Schedule Demo,Botswana,14,4,0
0,0,AI Cyber Assistant,Botswana,18,0,0
0,0,Penetration Testing,Botswana,9,3,0
0,0,Network Security Audit,South Africa,12,2,2
0,0,Schedule Demo,Zambia,20,4,3
0,0,Schedule Demo,Zimbabwe,7,4,4
0,0,Network Security Audit,South Africa,11,2,2
0,0,Penetration Testing,Zimbabwe,13,3,4
0,0,Schedule Demo,Botswana,15,4,0
0,0,Penetration Testing,Botswana,18,3,0
0,0,AI Cyber Assistant,Botswana,10,0,0
1,0,Schedule Demo,Botswana,18,4,0
1,0,Penetration Testing,Botswana,21,3,0
0,0,Penetration Testing,South Africa,14,3,2
0,0,Penetration Testing,Botswana,7,3,0
0,0,Cyber Awareness Webinar,Zimbabwe,9,1,4
0,0,AI Cyber Assistant,Botswana,16,0,0
0,0,Penetration Testing,Zambia,15,3,3
0,0,Penetration Testing,South Africa,10,3,2
0,0,Penetration Testing,Botswana,15,3,0
0,0,Network Security Audit,Botswana,20,2,0
0,0,Penetration Testing,Namibia,20,3,1
1,0,Schedule Demo,South Africa,22,4,2
0,0,Cyber Awareness Webinar,Botswana,10,1,0
0,0,Penetration Testing,Namibia,14,3,1
0,0,Penetration Testing,Zimbabwe,6,3,4
0,0,Penetration Testing,Botswana,14,3,0
0,0,Network Security Audit,South Africa,19,2,2
0,0,AI Cyber Assistant,Zambia,11,0,3
0,0,Penetration Testing,Zimbabwe,6,3,4
1,0,Penetration Testing,Botswana,21,3,0
0,0,Penetration Testing,South Africa,16,3,2
0,0,Network Security Audit,Botswana,11,2,0
0,0,AI Cyber Assistant,Botswana,6,0,0
0,0,Network Security Audit,Botswana,15,2,0
0,0,Penetration Testing,South Africa,15,3,2
0,0,Network Security Audit,South Africa,16,2,2
1,0,Schedule Demo,Zimbabwe,20,4,4
0,0,Penetration Testing,South Africa,11,3,2
0,0,Penetration Testing,Botswana,10,3,0
0,0,Penetration Testing,Botswana,17,3,0
0,0,AI Cyber Assistant,South Africa,14,0,2
1,1,AI Cyber Assistant,Zimbabwe,16,0,4
0,0,Penetration Testing,Zimbabwe,17,3,4
0,0,Network Security Audit,Botswana,9,2,0
1,0,Schedule Demo,Botswana,10,4,0
0,0,Penetration Testing,Botswana,9,3,0
0,0,Network Security Audit,Botswana,10,2,0
0,0,Penetration Testing,Namibia,10,3,1
0,0,Schedule Demo,Botswana,15,4,0
0,0,Cyber Awareness Webinar,Zambia,12,1,3
0,0,AI Cyber Assistant,Botswana,21,0,0
0,0,Network Security Audit,South Africa,16,2,2
0,0,AI Cyber Assistant,Zambia,17,0,3
1,0,Network Security Audit,South Africa,11,2,2
0,0,Penetration Testing,Botswana,11,3,0
0,0,Network Security Audit,Zambia,14,2,3
0,0,Penetration Testing,Botswana,10,3,0
0,0,Network Security Audit,Zambia,11,2,3
0,0,AI Cyber Assistant,Namibia,16,0,1
1,0,Schedule Demo,Zambia,11,4,3
0,0,AI Cyber Assistant,Botswana,10,0,0
0,0,Penetration Testing,Botswana,15,3,0
0,0,Schedule Demo,Botswana,20,4,0
0,0,Network Security Audit,Botswana,10,2,0
0,0,AI Cyber Assistant,Botswana,15,0,0
1,0,Schedule Demo,South Africa,10,4,2
0,0,Penetration Testing,Namibia,13,3,1
0,1,AI Cyber Assistant,Botswana,16,0,0
0,0,Network Security Audit,South Africa,12,2,2
0,0,Penetration Testing,Botswana,9,3,0
0,0,AI Cyber Assistant,South Africa,13,0,2
0,0,Penetration Testing,Botswana,14,3,0
0,0,Penetration Testing,Botswana,10,3,0
0,0,Penetration Testing,Botswana,15,3,0
0,0,Penetration Testing,Zambia,14,3,3
0,0,Schedule Demo,Zimbabwe,13,4,4
1,0,Schedule Demo,Zambia,12,4,3
0,0,Schedule Demo,Botswana,12,4,0
0,0,Penetration Testing,Botswana,18,3,0
0,0,Network Security Audit,Botswana,17,2,0
0,0,Network Security Audit,Namibia,9,2,1
1,1,AI Cyber Assistant,Zambia,19,0,3
0,0,Network Security Audit,Zambia,17,2,3
0,0,AI Cyber Assistant,South Africa,9,0,2
0,0,Network Security Audit,Zimbabwe,18,2,4
0,0,Penetration Testing,Zambia,17,3,3
0,1,AI Cyber Assistant,Botswana,11,0,0
0,0,Network Security Audit,Botswana,17,2,0
0,0,Schedule Demo,Zimbabwe,14,4,4
0,0,Penetration Testing,Zimbabwe,15,3,4
0,0,Penetration Testing,Botswana,9,3,0
0,0,Cyber Awareness Webinar,Zimbabwe,7,1,4
0,0,Penetration Testing,Botswana,14,3,0
0,0,AI Cyber Assistant,Zimbabwe,10,0,4
1,1,AI Cyber Assistant,South Africa,6,0,2
0,0,Network Security Audit,Namibia,1,2,1
1,1,AI Cyber Assistant,Botswana,16,0,0
0,0,Cyber Awareness Webinar,Zimbabwe,14,1,4
0,0,Network Security Audit,Zimbabwe,8,2,4
1,1,AI Cyber Assistant,Botswana,18,0,0
1,0,Network Security Audit,Botswana,10,2,0
1,1,AI Cyber Assistant,Botswana,16,0,0
0,0,Penetration Testing,Botswana,9,3,0
1,0,Schedule Demo,Zimbabwe,10,4,4
0,0,Penetration Testing,Botswana,17,3,0
0,0,AI Cyber Assistant,Botswana,12,0,0
0,0,AI Cyber Assistant,Namibia,10,0,1
0,0,Schedule Demo,Botswana,9,4,0
0,0,Penetration Testing,Zambia,10,3,3
0,0,AI Cyber Assistant,Botswana,19,0,0
0,0,Penetration Testing,South Africa,15,3,2
0,1,AI Cyber Assistant,Botswana,10,0,0
0,1,AI Cyber Assistant,South Africa,18,0,2
0,0,Network Security Audit,South Africa,17,2,2
0,0,Cyber Awareness Webinar,Zimbabwe,14,1,4
0,0,AI Cyber Assistant,Botswana,9,0,0
1,0,Schedule Demo,Botswana,23,4,0
0,0,Cyber Awareness Webinar,Zambia,21,1,3
0,0,Network Security Audit,Botswana,7,2,0
0,0,Network Security Audit,Botswana,16,2,0
0,0,Cyber Awareness Webinar,South Africa,10,1,2
0,0,AI Cyber Assistant,Namibia,15,0,1
0,0,Schedule Demo,Botswana,11,4,0
0,0,Network Security Audit,South Africa,19,2,2
0,0,Network Security Audit,Zimbabwe,7,2,4
0,0,AI Cyber Assistant,Botswana,16,0,0
0,0,AI Cyber Assistant,South Africa,13,0,2
0,0,Network Security Audit,South Africa,17,2,2
0,0,Network Security Audit,Zambia,17,2,3
0,0,Network Security Audit,Zambia,5,2,3
0,0,Penetration Testing,Botswana,11,3,0
0,0,Network Security Audit,South Africa,10,2,2
0,0,Penetration Testing,Zimbabwe,10,3,4
0,0,Schedule Demo,Botswana,9,4,0
0,0,Penetration Testing,South Africa,10,3,2
0,0,Network Security Audit,South Africa,14,2,2
1,0,Cyber Awareness Webinar,Zambia,8,1,3
0,0,Network Security Audit,Botswana,20,2,0
0,0,Penetration Testing,South Africa,8,3,2
0,0,Schedule Demo,Zimbabwe,12,4,4
